topology,camouflage,seed,n_nodes,n_edges,n_ring_edges,model,explainer,node,precision,recall,f1,random_expectation,lift,n_candidates,n_relevant,k
clique,1.0,0,848,2148,168,gcn,gnnexplainer,846,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.11986301369863013,2.8604081632653062,292,35,35
clique,1.0,0,848,2148,168,gcn,grad,846,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.11986301369863013,1.906938775510204,292,35,35
clique,1.0,0,848,2148,168,gcn,random,846,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11986301369863013,0.953469387755102,292,35,35
clique,1.0,0,848,2148,168,gcn,gnnexplainer,816,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.1282051282051282,1.8200000000000003,234,30,30
clique,1.0,0,848,2148,168,gcn,grad,816,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.1282051282051282,1.8200000000000003,234,30,30
clique,1.0,0,848,2148,168,gcn,random,816,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.1282051282051282,0.52,234,30,30
clique,1.0,0,848,2148,168,gcn,gnnexplainer,826,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.11589403973509933,3.6979591836734693,302,35,35
clique,1.0,0,848,2148,168,gcn,grad,826,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.11589403973509933,2.2187755102040816,302,35,35
clique,1.0,0,848,2148,168,gcn,random,826,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.11589403973509933,0.7395918367346939,302,35,35
clique,1.0,0,848,2148,168,gcn,gnnexplainer,815,0.3939393939393939,0.3939393939393939,0.3939393939393939,0.13807531380753138,2.85307621671258,239,33,33
clique,1.0,0,848,2148,168,gcn,grad,815,0.21212121212121213,0.21212121212121213,0.21212121212121215,0.13807531380753138,1.5362718089990817,239,33,33
clique,1.0,0,848,2148,168,gcn,random,815,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.13807531380753138,0.6584022038567493,239,33,33
clique,1.0,0,848,2148,168,gcn,gnnexplainer,827,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1254355400696864,1.7716049382716048,287,36,36
clique,1.0,0,848,2148,168,gcn,grad,827,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1254355400696864,1.7716049382716048,287,36,36
clique,1.0,0,848,2148,168,gcn,random,827,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1254355400696864,0.6643518518518519,287,36,36
clique,1.0,0,848,2148,168,gcn,gnnexplainer,839,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.14720812182741116,0.7027348394768134,197,29,29
clique,1.0,0,848,2148,168,gcn,grad,839,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.14720812182741116,1.6397146254458979,197,29,29
clique,1.0,0,848,2148,168,gcn,random,839,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.14720812182741116,0.9369797859690844,197,29,29
clique,1.0,0,848,2148,168,gcn,gnnexplainer,845,0.3783783783783784,0.3783783783783784,0.37837837837837834,0.13503649635036497,2.802045288531775,274,37,37
clique,1.0,0,848,2148,168,gcn,grad,845,0.21621621621621623,0.21621621621621623,0.21621621621621623,0.13503649635036497,1.6011687363038716,274,37,37
clique,1.0,0,848,2148,168,gcn,random,845,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13503649635036497,1.0007304601899196,274,37,37
clique,1.0,0,848,2148,168,sage,gnnexplainer,807,0.4375,0.4375,0.4375,0.11851851851851852,3.69140625,270,32,32
clique,1.0,0,848,2148,168,sage,grad,807,0.34375,0.34375,0.34375,0.11851851851851852,2.900390625,270,32,32
clique,1.0,0,848,2148,168,sage,random,807,0.09375,0.09375,0.09375,0.11851851851851852,0.791015625,270,32,32
clique,1.0,0,848,2148,168,sage,gnnexplainer,827,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.1254355400696864,1.5501543209876545,287,36,36
clique,1.0,0,848,2148,168,sage,grad,827,0.3055555555555556,0.3055555555555556,0.3055555555555556,0.1254355400696864,2.435956790123457,287,36,36
clique,1.0,0,848,2148,168,sage,random,827,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.1254355400696864,0.6643518518518519,287,36,36
clique,1.0,0,848,2148,168,sage,gnnexplainer,837,0.2903225806451613,0.2903225806451613,0.2903225806451613,0.09090909090909091,3.1935483870967745,341,31,31
clique,1.0,0,848,2148,168,sage,grad,837,0.2903225806451613,0.2903225806451613,0.2903225806451613,0.09090909090909091,3.1935483870967745,341,31,31
clique,1.0,0,848,2148,168,sage,random,837,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.09090909090909091,1.064516129032258,341,31,31
clique,1.0,0,848,2148,168,sage,gnnexplainer,806,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.09308510638297872,3.376326530612245,376,35,35
clique,1.0,0,848,2148,168,sage,grad,806,0.4,0.4,0.4000000000000001,0.09308510638297872,4.297142857142857,376,35,35
clique,1.0,0,848,2148,168,sage,random,806,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.09308510638297872,1.2277551020408164,376,35,35
clique,1.0,0,848,2148,168,sage,gnnexplainer,811,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.14224137931034483,1.278236914600551,232,33,33
clique,1.0,0,848,2148,168,sage,grad,811,0.30303030303030304,0.30303030303030304,0.30303030303030304,0.14224137931034483,2.130394857667585,232,33,33
clique,1.0,0,848,2148,168,sage,random,811,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.14224137931034483,1.278236914600551,232,33,33
clique,1.0,0,848,2148,168,sage,gnnexplainer,804,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.11646586345381527,2.9607609988109393,249,29,29
clique,1.0,0,848,2148,168,sage,grad,804,0.4482758620689655,0.4482758620689655,0.4482758620689655,0.11646586345381527,3.848989298454221,249,29,29
clique,1.0,0,848,2148,168,sage,random,804,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.11646586345381527,0.8882282996432818,249,29,29
clique,1.0,0,848,2148,168,sage,gnnexplainer,809,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.13063063063063063,1.8478002378121285,222,29,29
clique,1.0,0,848,2148,168,sage,grad,809,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.13063063063063063,2.111771700356718,222,29,29
clique,1.0,0,848,2148,168,sage,random,809,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.13063063063063063,1.055885850178359,222,29,29
clique,1.0,0,848,2148,168,sage,gnnexplainer,810,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.09803921568627451,2.3314285714285714,357,35,35
clique,1.0,0,848,2148,168,sage,grad,810,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.09803921568627451,2.914285714285714,357,35,35
clique,1.0,0,848,2148,168,sage,random,810,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.09803921568627451,1.1657142857142857,357,35,35
clique,1.0,0,848,2148,168,sage,gnnexplainer,808,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.11956521739130435,2.28099173553719,276,33,33
clique,1.0,0,848,2148,168,sage,grad,808,0.24242424242424243,0.24242424242424243,0.24242424242424243,0.11956521739130435,2.0275482093663912,276,33,33
clique,1.0,0,848,2148,168,sage,random,808,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.11956521739130435,0.7603305785123967,276,33,33
clique,1.0,0,848,2148,168,sage,gnnexplainer,817,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.13526570048309178,2.6403061224489797,207,28,28
clique,1.0,0,848,2148,168,sage,grad,817,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.13526570048309178,2.6403061224489797,207,28,28
clique,1.0,0,848,2148,168,sage,random,817,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.13526570048309178,1.3201530612244898,207,28,28
clique,1.0,0,848,2148,168,sage,gnnexplainer,803,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.10416666666666667,2.56,288,30,30
clique,1.0,0,848,2148,168,sage,grad,803,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.10416666666666667,2.56,288,30,30
clique,1.0,0,848,2148,168,sage,random,803,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.10416666666666667,0.32,288,30,30
clique,1.0,0,848,2148,168,sage,gnnexplainer,842,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.12931034482758622,1.2888888888888888,232,30,30
clique,1.0,0,848,2148,168,sage,grad,842,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.12931034482758622,1.8044444444444443,232,30,30
clique,1.0,0,848,2148,168,sage,random,842,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.12931034482758622,1.031111111111111,232,30,30
clique,1.0,0,848,2148,168,sage,gnnexplainer,826,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.11589403973509933,2.4653061224489794,302,35,35
clique,1.0,0,848,2148,168,sage,grad,826,0.3142857142857143,0.3142857142857143,0.3142857142857143,0.11589403973509933,2.7118367346938776,302,35,35
clique,1.0,0,848,2148,168,sage,random,826,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.11589403973509933,0.7395918367346939,302,35,35
clique,1.0,0,848,2148,168,sage,gnnexplainer,834,0.21875,0.21875,0.21875,0.12648221343873517,1.7294921875000002,253,32,32
clique,1.0,0,848,2148,168,sage,grad,834,0.28125,0.28125,0.28125,0.12648221343873517,2.2236328125,253,32,32
clique,1.0,0,848,2148,168,sage,random,834,0.15625,0.15625,0.15625,0.12648221343873517,1.2353515625,253,32,32
clique,1.0,0,848,2148,168,sage,gnnexplainer,800,0.5,0.5,0.5,0.10416666666666667,4.8,288,30,30
clique,1.0,0,848,2148,168,sage,grad,800,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.10416666666666667,3.1999999999999997,288,30,30
clique,1.0,0,848,2148,168,sage,random,800,0.1,0.1,0.10000000000000002,0.10416666666666667,0.96,288,30,30
clique,1.0,0,848,2148,168,sage,gnnexplainer,840,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.1099290780141844,2.0541103017689903,282,31,31
clique,1.0,0,848,2148,168,sage,grad,840,0.3548387096774194,0.3548387096774194,0.35483870967741943,0.1099290780141844,3.227887617065557,282,31,31
clique,1.0,0,848,2148,168,sage,random,840,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.1099290780141844,0.8803329864724245,282,31,31
clique,1.0,0,848,2148,168,sage,gnnexplainer,846,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.11986301369863013,2.3836734693877553,292,35,35
clique,1.0,0,848,2148,168,sage,grad,846,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.11986301369863013,2.8604081632653062,292,35,35
clique,1.0,0,848,2148,168,sage,random,846,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.11986301369863013,0.953469387755102,292,35,35
clique,1.0,0,848,2148,168,sage,gnnexplainer,814,0.34375,0.34375,0.34375,0.13793103448275862,2.4921875,232,32,32
clique,1.0,0,848,2148,168,sage,grad,814,0.34375,0.34375,0.34375,0.13793103448275862,2.4921875,232,32,32
clique,1.0,0,848,2148,168,sage,random,814,0.0625,0.0625,0.0625,0.13793103448275862,0.453125,232,32,32
clique,1.0,0,848,2148,168,sage,gnnexplainer,830,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1,2.8571428571428568,350,35,35
clique,1.0,0,848,2148,168,sage,grad,830,0.34285714285714286,0.34285714285714286,0.34285714285714286,0.1,3.4285714285714284,350,35,35
clique,1.0,0,848,2148,168,sage,random,830,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.1,0.5714285714285714,350,35,35
clique,1.0,0,848,2148,168,sage,gnnexplainer,813,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.11284046692607004,3.0558858501783592,257,29,29
clique,1.0,0,848,2148,168,sage,grad,813,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.11284046692607004,3.0558858501783592,257,29,29
clique,1.0,0,848,2148,168,sage,random,813,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.11284046692607004,1.2223543400713437,257,29,29
clique,1.0,0,848,2148,168,sage,gnnexplainer,845,0.2702702702702703,0.2702702702702703,0.2702702702702703,0.13503649635036497,2.0014609203798392,274,37,37
clique,1.0,0,848,2148,168,sage,grad,845,0.2972972972972973,0.2972972972972973,0.2972972972972973,0.13503649635036497,2.2016070124178233,274,37,37
clique,1.0,0,848,2148,168,sage,random,845,0.13513513513513514,0.13513513513513514,0.13513513513513514,0.13503649635036497,1.0007304601899196,274,37,37
clique,1.0,0,848,2148,168,sage,gnnexplainer,832,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.14423076923076922,1.617777777777778,208,30,30
clique,1.0,0,848,2148,168,sage,grad,832,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.14423076923076922,1.617777777777778,208,30,30
clique,1.0,0,848,2148,168,sage,random,832,0.3,0.3,0.3,0.14423076923076922,2.08,208,30,30
clique,1.0,0,848,2148,168,sage,gnnexplainer,821,0.19444444444444445,0.19444444444444445,0.19444444444444445,0.125,1.5555555555555556,288,36,36
clique,1.0,0,848,2148,168,sage,grad,821,0.25,0.25,0.25,0.125,2.0,288,36,36
clique,1.0,0,848,2148,168,sage,random,821,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.125,0.6666666666666666,288,36,36
clique,1.0,0,848,2148,168,sage,gnnexplainer,839,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.14720812182741116,1.6397146254458979,197,29,29
clique,1.0,0,848,2148,168,sage,grad,839,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.14720812182741116,1.8739595719381688,197,29,29
clique,1.0,0,848,2148,168,sage,random,839,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.14720812182741116,0.9369797859690844,197,29,29
clique,1.0,0,848,2148,168,sage,gnnexplainer,829,0.25,0.25,0.25,0.10161662817551963,2.460227272727273,433,44,44
clique,1.0,0,848,2148,168,sage,grad,829,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.10161662817551963,2.683884297520661,433,44,44
clique,1.0,0,848,2148,168,sage,random,829,0.045454545454545456,0.045454545454545456,0.045454545454545456,0.10161662817551963,0.4473140495867769,433,44,44
clique,1.0,1,848,2148,168,gcn,gnnexplainer,814,0.3235294117647059,0.3235294117647059,0.3235294117647059,0.12142857142857143,2.6643598615916955,280,34,34
clique,1.0,1,848,2148,168,gcn,grad,814,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.12142857142857143,1.9377162629757785,280,34,34
clique,1.0,1,848,2148,168,gcn,random,814,0.20588235294117646,0.20588235294117646,0.20588235294117646,0.12142857142857143,1.6955017301038062,280,34,34
clique,1.0,1,848,2148,168,gcn,gnnexplainer,832,0.4642857142857143,0.4642857142857143,0.4642857142857143,0.17177914110429449,2.7028061224489797,163,28,28
clique,1.0,1,848,2148,168,gcn,grad,832,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.17177914110429449,1.2474489795918366,163,28,28
clique,1.0,1,848,2148,168,gcn,random,832,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.17177914110429449,0.6237244897959183,163,28,28
clique,1.0,1,848,2148,168,gcn,gnnexplainer,845,0.4838709677419355,0.4838709677419355,0.4838709677419355,0.13478260869565217,3.5900104058272633,230,31,31
clique,1.0,1,848,2148,168,gcn,grad,845,0.22580645161290322,0.22580645161290322,0.22580645161290322,0.13478260869565217,1.6753381893860562,230,31,31
clique,1.0,1,848,2148,168,gcn,random,845,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.13478260869565217,1.1966701352757545,230,31,31
clique,1.0,1,848,2148,168,gcn,gnnexplainer,841,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.145,4.5184304399524375,200,29,29
clique,1.0,1,848,2148,168,gcn,grad,841,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.145,1.6646848989298455,200,29,29
clique,1.0,1,848,2148,168,gcn,random,841,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.145,0.9512485136741974,200,29,29
clique,1.0,1,848,2148,168,gcn,gnnexplainer,844,0.2765957446808511,0.2765957446808511,0.2765957446808511,0.11989795918367346,2.3069262109551834,392,47,47
clique,1.0,1,848,2148,168,gcn,grad,844,0.2127659574468085,0.2127659574468085,0.21276595744680848,0.11989795918367346,1.7745586238116795,392,47,47
clique,1.0,1,848,2148,168,gcn,random,844,0.14893617021276595,0.14893617021276595,0.14893617021276595,0.11989795918367346,1.2421910366681757,392,47,47
clique,1.0,1,848,2148,168,gcn,gnnexplainer,828,0.3870967741935484,0.3870967741935484,0.3870967741935484,0.12757201646090535,3.0343392299687824,243,31,31
clique,1.0,1,848,2148,168,gcn,grad,828,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.12757201646090535,1.5171696149843912,243,31,31
clique,1.0,1,848,2148,168,gcn,random,828,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.12757201646090535,2.0228928199791882,243,31,31
clique,1.0,1,848,2148,168,gcn,gnnexplainer,811,0.21875,0.21875,0.21875,0.10738255033557047,2.037109375,298,32,32
clique,1.0,1,848,2148,168,gcn,grad,811,0.28125,0.28125,0.28125,0.10738255033557047,2.619140625,298,32,32
clique,1.0,1,848,2148,168,gcn,random,811,0.1875,0.1875,0.1875,0.10738255033557047,1.74609375,298,32,32
clique,1.0,1,848,2148,168,gcn,gnnexplainer,809,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.11604095563139932,2.027681660899654,293,34,34
clique,1.0,1,848,2148,168,gcn,grad,809,0.20588235294117646,0.20588235294117646,0.20588235294117646,0.11604095563139932,1.7742214532871972,293,34,34
clique,1.0,1,848,2148,168,gcn,random,809,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.11604095563139932,0.25346020761245674,293,34,34
clique,1.0,1,848,2148,168,gcn,gnnexplainer,821,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13100436681222707,2.5444444444444443,229,30,30
clique,1.0,1,848,2148,168,gcn,grad,821,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.13100436681222707,1.781111111111111,229,30,30
clique,1.0,1,848,2148,168,gcn,random,821,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.13100436681222707,1.2722222222222221,229,30,30
clique,1.0,1,848,2148,168,gcn,gnnexplainer,808,0.3023255813953488,0.3023255813953488,0.3023255813953488,0.1246376811594203,2.425635478637101,345,43,43
clique,1.0,1,848,2148,168,gcn,grad,808,0.23255813953488372,0.23255813953488372,0.23255813953488372,0.1246376811594203,1.8658734451054624,345,43,43
clique,1.0,1,848,2148,168,gcn,random,808,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.1246376811594203,1.3061114115738237,345,43,43
clique,1.0,1,848,2148,168,gcn,gnnexplainer,822,0.39285714285714285,0.39285714285714285,0.39285714285714285,0.1761006289308176,2.2308673469387754,159,28,28
clique,1.0,1,848,2148,168,gcn,grad,822,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.1761006289308176,1.2168367346938775,159,28,28
clique,1.0,1,848,2148,168,gcn,random,822,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.1761006289308176,0.8112244897959183,159,28,28
clique,1.0,1,848,2148,168,gcn,gnnexplainer,802,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14583333333333334,1.9591836734693875,240,35,35
clique,1.0,1,848,2148,168,gcn,grad,802,0.17142857142857143,0.17142857142857143,0.17142857142857143,0.14583333333333334,1.1755102040816325,240,35,35
clique,1.0,1,848,2148,168,gcn,random,802,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.14583333333333334,0.5877551020408163,240,35,35
clique,1.0,1,848,2148,168,gcn,gnnexplainer,825,0.36666666666666664,0.36666666666666664,0.36666666666666664,0.13574660633484162,2.701111111111111,221,30,30
clique,1.0,1,848,2148,168,gcn,grad,825,0.2,0.2,0.20000000000000004,0.13574660633484162,1.4733333333333336,221,30,30
clique,1.0,1,848,2148,168,gcn,random,825,0.23333333333333334,0.23333333333333334,0.23333333333333334,0.13574660633484162,1.7188888888888891,221,30,30
clique,1.0,1,848,2148,168,gcn,gnnexplainer,806,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13392857142857142,2.488888888888889,224,30,30
clique,1.0,1,848,2148,168,gcn,grad,806,0.2,0.2,0.20000000000000004,0.13392857142857142,1.4933333333333334,224,30,30
clique,1.0,1,848,2148,168,gcn,random,806,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13392857142857142,0.9955555555555555,224,30,30
clique,1.0,1,848,2148,168,gcn,gnnexplainer,846,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.16470588235294117,1.7346938775510203,170,28,28
clique,1.0,1,848,2148,168,gcn,grad,846,0.25,0.25,0.25,0.16470588235294117,1.5178571428571428,170,28,28
clique,1.0,1,848,2148,168,gcn,random,846,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.16470588235294117,1.3010204081632653,170,28,28
clique,1.0,1,848,2148,168,gcn,gnnexplainer,840,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.11152416356877323,2.391111111111111,269,30,30
clique,1.0,1,848,2148,168,gcn,grad,840,0.2,0.2,0.20000000000000004,0.11152416356877323,1.7933333333333334,269,30,30
clique,1.0,1,848,2148,168,gcn,random,840,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.11152416356877323,0.29888888888888887,269,30,30
clique,1.0,1,848,2148,168,gcn,gnnexplainer,834,0.4375,0.4375,0.4375,0.1322314049586777,3.30859375,242,32,32
clique,1.0,1,848,2148,168,gcn,grad,834,0.15625,0.15625,0.15625,0.1322314049586777,1.181640625,242,32,32
clique,1.0,1,848,2148,168,gcn,random,834,0.09375,0.09375,0.09375,0.1322314049586777,0.708984375,242,32,32
clique,1.0,1,848,2148,168,gcn,gnnexplainer,836,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.13807531380753138,3.9504132231404956,239,33,33
clique,1.0,1,848,2148,168,gcn,grad,836,0.21212121212121213,0.21212121212121213,0.21212121212121215,0.13807531380753138,1.5362718089990817,239,33,33
clique,1.0,1,848,2148,168,gcn,random,836,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.13807531380753138,0.43893480257116624,239,33,33
clique,1.0,1,848,2148,168,gcn,gnnexplainer,824,0.16129032258064516,0.16129032258064516,0.16129032258064516,0.14832535885167464,1.0874089490114465,209,31,31
clique,1.0,1,848,2148,168,gcn,grad,824,0.0967741935483871,0.0967741935483871,0.0967741935483871,0.14832535885167464,0.6524453694068678,209,31,31
clique,1.0,1,848,2148,168,gcn,random,824,0.1935483870967742,0.1935483870967742,0.1935483870967742,0.14832535885167464,1.3048907388137356,209,31,31
clique,1.0,1,848,2148,168,gcn,gnnexplainer,833,0.3448275862068966,0.3448275862068966,0.3448275862068966,0.1318181818181818,2.615933412604043,220,29,29
clique,1.0,1,848,2148,168,gcn,grad,833,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.1318181818181818,1.5695600475624258,220,29,29
clique,1.0,1,848,2148,168,gcn,random,833,0.27586206896551724,0.27586206896551724,0.27586206896551724,0.1318181818181818,2.0927467300832343,220,29,29
clique,1.0,1,848,2148,168,gcn,gnnexplainer,804,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13043478260869565,2.5555555555555554,253,33,33
clique,1.0,1,848,2148,168,gcn,grad,804,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.13043478260869565,1.393939393939394,253,33,33
clique,1.0,1,848,2148,168,gcn,random,804,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.13043478260869565,1.1616161616161618,253,33,33
clique,1.0,1,848,2148,168,gcn,gnnexplainer,835,0.29411764705882354,0.29411764705882354,0.29411764705882354,0.14225941422594143,2.0674740484429064,239,34,34
clique,1.0,1,848,2148,168,gcn,grad,835,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.14225941422594143,1.0337370242214532,239,34,34
clique,1.0,1,848,2148,168,gcn,random,835,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.14225941422594143,0.8269896193771625,239,34,34
clique,1.0,1,848,2148,168,gcn,gnnexplainer,807,0.35,0.35,0.35,0.13377926421404682,2.61625,299,40,40
clique,1.0,1,848,2148,168,gcn,grad,807,0.2,0.2,0.20000000000000004,0.13377926421404682,1.495,299,40,40
clique,1.0,1,848,2148,168,gcn,random,807,0.2,0.2,0.20000000000000004,0.13377926421404682,1.495,299,40,40
clique,1.0,1,848,2148,168,gcn,gnnexplainer,812,0.3793103448275862,0.3793103448275862,0.3793103448275862,0.12033195020746888,3.1521997621878715,241,29,29
clique,1.0,1,848,2148,168,gcn,grad,812,0.2413793103448276,0.2413793103448276,0.2413793103448276,0.12033195020746888,2.005945303210464,241,29,29
clique,1.0,1,848,2148,168,gcn,random,812,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.12033195020746888,0.8596908442330559,241,29,29
clique,1.0,1,848,2148,168,gcn,gnnexplainer,823,0.375,0.375,0.375,0.16080402010050251,2.33203125,199,32,32
clique,1.0,1,848,2148,168,gcn,grad,823,0.21875,0.21875,0.21875,0.16080402010050251,1.3603515625,199,32,32
clique,1.0,1,848,2148,168,gcn,random,823,0.1875,0.1875,0.1875,0.16080402010050251,1.166015625,199,32,32
clique,1.0,1,848,2148,168,sage,gnnexplainer,808,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.1246376811594203,1.3061114115738237,345,43,43
clique,1.0,1,848,2148,168,sage,grad,808,0.3488372093023256,0.3488372093023256,0.3488372093023256,0.1246376811594203,2.7988101676581936,345,43,43
clique,1.0,1,848,2148,168,sage,random,808,0.16279069767441862,0.16279069767441862,0.16279069767441862,0.1246376811594203,1.3061114115738237,345,43,43
clique,1.0,1,848,2148,168,sage,gnnexplainer,837,0.21212121212121213,0.21212121212121213,0.21212121212121215,0.10819672131147541,1.960514233241506,305,33,33
clique,1.0,1,848,2148,168,sage,grad,837,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.10819672131147541,4.201101928374656,305,33,33
clique,1.0,1,848,2148,168,sage,random,837,0.15151515151515152,0.15151515151515152,0.15151515151515152,0.10819672131147541,1.4003673094582185,305,33,33
clique,1.0,1,848,2148,168,sage,gnnexplainer,835,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.14225941422594143,1.653979238754325,239,34,34
clique,1.0,1,848,2148,168,sage,grad,835,0.4411764705882353,0.4411764705882353,0.4411764705882353,0.14225941422594143,3.1012110726643596,239,34,34
clique,1.0,1,848,2148,168,sage,random,835,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.14225941422594143,0.8269896193771625,239,34,34
clique,1.0,1,848,2148,168,sage,gnnexplainer,800,0.10714285714285714,0.10714285714285714,0.10714285714285714,0.10256410256410256,1.0446428571428572,273,28,28
clique,1.0,1,848,2148,168,sage,grad,800,0.32142857142857145,0.32142857142857145,0.32142857142857145,0.10256410256410256,3.1339285714285716,273,28,28
clique,1.0,1,848,2148,168,sage,random,800,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.10256410256410256,0.6964285714285714,273,28,28
clique,1.0,1,848,2148,168,sage,gnnexplainer,834,0.28125,0.28125,0.28125,0.1322314049586777,2.126953125,242,32,32
clique,1.0,1,848,2148,168,sage,grad,834,0.53125,0.53125,0.53125,0.1322314049586777,4.017578125,242,32,32
clique,1.0,1,848,2148,168,sage,random,834,0.09375,0.09375,0.09375,0.1322314049586777,0.708984375,242,32,32
clique,1.0,1,848,2148,168,sage,gnnexplainer,846,0.25,0.25,0.25,0.16470588235294117,1.5178571428571428,170,28,28
clique,1.0,1,848,2148,168,sage,grad,846,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.16470588235294117,1.7346938775510203,170,28,28
clique,1.0,1,848,2148,168,sage,random,846,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.16470588235294117,1.3010204081632653,170,28,28
