,,,,,,precision,precision,random_expectation,random_expectation,lift,lift,n_candidates,n_candidates,n_relevant,n_relevant
,,,,,,mean,std,mean,std,mean,std,mean,std,mean,std
topology,camouflage,model,explainer,detected,k_mode,,,,,,,,,,
cycle,0.0,sage,gnnexplainer,1,oracle,0.344,0.2351,0.2999,0.1188,1.4788,2.167,19.144,17.8965,4.016,0.126
cycle,0.0,sage,grad,0,k1,0.6346,0.4862,0.3124,0.1193,2.5481,3.0065,17.2115,13.919,4.0,0.0
cycle,0.0,sage,grad,0,k10,0.3835,0.0587,0.3124,0.1193,1.613,1.3048,17.2115,13.919,4.0,0.0
cycle,0.0,sage,grad,0,k20,0.3275,0.0943,0.3124,0.1193,1.1885,0.5559,17.2115,13.919,4.0,0.0
cycle,0.0,sage,grad,0,k3,0.6154,0.1668,0.3124,0.1193,2.6314,2.3551,17.2115,13.919,4.0,0.0
cycle,0.0,sage,grad,0,k5,0.5115,0.1338,0.3124,0.1193,2.2952,2.2088,17.2115,13.919,4.0,0.0
cycle,0.0,sage,grad,0,oracle,0.5385,0.1595,0.3124,0.1193,2.2668,1.8394,17.2115,13.919,4.0,0.0
cycle,0.0,sage,grad,1,k1,0.592,0.4934,0.2999,0.1188,2.946,4.5778,19.144,17.8965,4.016,0.126
cycle,0.0,sage,grad,1,k10,0.3816,0.0556,0.2999,0.1188,1.7814,1.6799,19.144,17.8965,4.016,0.126
cycle,0.0,sage,grad,1,k20,0.3171,0.0907,0.2999,0.1188,1.2542,0.7343,19.144,17.8965,4.016,0.126
cycle,0.0,sage,grad,1,k3,0.624,0.1583,0.2999,0.1188,3.0421,3.2548,19.144,17.8965,4.016,0.126
cycle,0.0,sage,grad,1,k5,0.5312,0.1347,0.2999,0.1188,2.6524,2.9674,19.144,17.8965,4.016,0.126
cycle,0.0,sage,grad,1,oracle,0.566,0.1465,0.2999,0.1188,2.7238,2.7316,19.144,17.8965,4.016,0.126
cycle,0.0,sage,ig,0,k1,0.6346,0.4862,0.3124,0.1193,2.5481,3.0065,17.2115,13.919,4.0,0.0
cycle,0.0,sage,ig,0,k10,0.3835,0.0587,0.3124,0.1193,1.613,1.3048,17.2115,13.919,4.0,0.0
cycle,0.0,sage,ig,0,k20,0.3275,0.0943,0.3124,0.1193,1.1885,0.5559,17.2115,13.919,4.0,0.0
cycle,0.0,sage,ig,0,k3,0.6154,0.1668,0.3124,0.1193,2.6314,2.3551,17.2115,13.919,4.0,0.0
cycle,0.0,sage,ig,0,k5,0.5115,0.1338,0.3124,0.1193,2.2952,2.2088,17.2115,13.919,4.0,0.0
cycle,0.0,sage,ig,0,oracle,0.5385,0.1595,0.3124,0.1193,2.2668,1.8394,17.2115,13.919,4.0,0.0
cycle,0.0,sage,ig,1,k1,0.592,0.4934,0.2999,0.1188,2.946,4.5778,19.144,17.8965,4.016,0.126
cycle,0.0,sage,ig,1,k10,0.3816,0.0556,0.2999,0.1188,1.7814,1.6799,19.144,17.8965,4.016,0.126
cycle,0.0,sage,ig,1,k20,0.3171,0.0907,0.2999,0.1188,1.2542,0.7343,19.144,17.8965,4.016,0.126
cycle,0.0,sage,ig,1,k3,0.624,0.1583,0.2999,0.1188,3.0421,3.2548,19.144,17.8965,4.016,0.126
cycle,0.0,sage,ig,1,k5,0.5312,0.1347,0.2999,0.1188,2.6524,2.9674,19.144,17.8965,4.016,0.126
cycle,0.0,sage,ig,1,oracle,0.566,0.1465,0.2999,0.1188,2.7238,2.7316,19.144,17.8965,4.016,0.126
cycle,0.0,sage,random,0,k1,0.3077,0.466,0.3124,0.1193,0.8077,1.2403,17.2115,13.919,4.0,0.0
cycle,0.0,sage,random,0,k10,0.3085,0.1458,0.3124,0.1193,0.9154,0.3919,17.2115,13.919,4.0,0.0
cycle,0.0,sage,random,0,k20,0.3082,0.1286,0.3124,0.1193,0.9457,0.2318,17.2115,13.919,4.0,0.0
cycle,0.0,sage,random,0,k3,0.3269,0.2424,0.3124,0.1193,0.9792,0.7236,17.2115,13.919,4.0,0.0
cycle,0.0,sage,random,0,k5,0.2962,0.196,0.3124,0.1193,0.8933,0.5732,17.2115,13.919,4.0,0.0
cycle,0.0,sage,random,0,oracle,0.2933,0.2142,0.3124,0.1193,0.9062,0.6897,17.2115,13.919,4.0,0.0
cycle,0.0,sage,random,1,k1,0.296,0.4583,0.2999,0.1188,0.8268,1.3202,19.144,17.8965,4.016,0.126
cycle,0.0,sage,random,1,k10,0.2952,0.1395,0.2999,0.1188,0.9468,0.3954,19.144,17.8965,4.016,0.126
cycle,0.0,sage,random,1,k20,0.3003,0.1193,0.2999,0.1188,1.0006,0.1988,19.144,17.8965,4.016,0.126
cycle,0.0,sage,random,1,k3,0.3093,0.2581,0.2999,0.1188,1.0061,0.943,19.144,17.8965,4.016,0.126
cycle,0.0,sage,random,1,k5,0.2992,0.2119,0.2999,0.1188,0.957,0.7369,19.144,17.8965,4.016,0.126
cycle,0.0,sage,random,1,oracle,0.3204,0.2334,0.2999,0.1188,1.0496,0.8893,19.144,17.8965,4.016,0.126
cycle,0.5,gcn,gnnexplainer,0,k1,0.1333,0.3457,0.1758,0.0784,0.5,1.3015,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,gnnexplainer,0,k10,0.1767,0.1431,0.1758,0.0784,0.8142,0.6124,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,gnnexplainer,0,k20,0.1863,0.0845,0.1758,0.0784,1.0608,0.5641,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,gnnexplainer,0,k3,0.1111,0.1822,0.1758,0.0784,0.45,0.7306,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,gnnexplainer,0,k5,0.14,0.1831,0.1758,0.0784,0.6067,0.7589,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,gnnexplainer,0,oracle,0.1083,0.182,0.1758,0.0784,0.4396,0.7367,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,gnnexplainer,1,k1,0.16,0.3681,0.1483,0.0672,1.3688,3.9235,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,gnnexplainer,1,k10,0.2176,0.1258,0.1483,0.0672,1.7105,1.7034,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,gnnexplainer,1,k20,0.1834,0.0538,0.1483,0.0672,1.5136,1.0109,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,gnnexplainer,1,k3,0.1653,0.2184,0.1483,0.0672,1.2923,2.2328,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,gnnexplainer,1,k5,0.2064,0.1999,0.1483,0.0672,1.6811,2.5366,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,gnnexplainer,1,oracle,0.186,0.2035,0.1483,0.0672,1.4852,2.2931,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,grad,0,k1,0.4,0.4983,0.1758,0.0784,3.3,5.2487,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,grad,0,k10,0.3067,0.0785,0.1758,0.0784,2.4425,1.8732,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,grad,0,k20,0.2129,0.0425,0.1758,0.0784,1.5204,0.9079,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,grad,0,k3,0.4889,0.2434,0.1758,0.0784,4.3167,4.2221,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,grad,0,k5,0.4,0.1742,0.1758,0.0784,3.3733,3.2253,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,grad,0,oracle,0.4333,0.2069,0.1758,0.0784,3.8292,4.0243,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,grad,1,k1,0.592,0.4934,0.1483,0.0672,5.9936,7.5934,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,grad,1,k10,0.2688,0.0837,0.1483,0.0672,2.6318,2.453,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,grad,1,k20,0.193,0.0372,0.1483,0.0672,1.7129,1.1999,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,grad,1,k3,0.432,0.216,0.1483,0.0672,4.2657,4.2894,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,grad,1,k5,0.3616,0.16,0.1483,0.0672,3.5988,3.6673,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,grad,1,oracle,0.386,0.1779,0.1483,0.0672,3.8433,3.767,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,ig,0,k1,0.7,0.4661,0.1758,0.0784,5.4917,6.0238,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,ig,0,k10,0.2933,0.0583,0.1758,0.0784,2.39,1.8918,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,ig,0,k20,0.2179,0.0349,0.1758,0.0784,1.5775,0.9336,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,ig,0,k3,0.5556,0.2022,0.1758,0.0784,4.5583,3.7683,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,ig,0,k5,0.44,0.1102,0.1758,0.0784,3.62,3.0861,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,ig,0,oracle,0.5083,0.1537,0.1758,0.0784,4.2188,3.6825,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,ig,1,k1,0.544,0.5001,0.1483,0.0672,5.368,7.3876,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,ig,1,k10,0.3056,0.0744,0.1483,0.0672,2.9516,2.5175,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,ig,1,k20,0.1962,0.0355,0.1483,0.0672,1.7458,1.2205,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,ig,1,k3,0.4827,0.2006,0.1483,0.0672,4.5932,4.5281,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,ig,1,k5,0.4176,0.1296,0.1483,0.0672,4.2338,4.2749,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,ig,1,oracle,0.4544,0.147,0.1483,0.0672,4.4741,4.4637,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,random,0,k1,0.0333,0.1826,0.1758,0.0784,0.1167,0.639,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,random,0,k10,0.1633,0.1326,0.1758,0.0784,0.9108,0.7081,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,random,0,k20,0.1813,0.0776,0.1758,0.0784,1.0712,0.3504,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,random,0,k3,0.1333,0.2249,0.1758,0.0784,0.6028,1.0324,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,random,0,k5,0.12,0.154,0.1758,0.0784,0.6317,0.9228,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,random,0,oracle,0.1333,0.194,0.1758,0.0784,0.6125,0.9392,30.8333,20.996,4.0,0.0
cycle,0.5,gcn,random,1,k1,0.128,0.3354,0.1483,0.0672,0.754,2.107,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,random,1,k10,0.1568,0.0945,0.1483,0.0672,1.1501,0.7866,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,random,1,k20,0.1498,0.0742,0.1483,0.0672,1.0172,0.4101,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,random,1,k3,0.1493,0.2006,0.1483,0.0672,1.0889,1.8502,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,random,1,k5,0.1408,0.1525,0.1483,0.0672,0.9806,1.2014,37.376,26.8228,4.024,0.1537
cycle,0.5,gcn,random,1,oracle,0.1376,0.1692,0.1483,0.0672,0.9674,1.4321,37.376,26.8228,4.024,0.1537
cycle,0.5,sage,gnnexplainer,0,k1,0.1039,0.3071,0.1513,0.0689,0.7519,2.6415,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,gnnexplainer,0,k10,0.2442,0.1282,0.1513,0.0689,1.9971,1.778,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,gnnexplainer,0,k20,0.1936,0.0462,0.1513,0.0689,1.5796,0.9353,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,gnnexplainer,0,k3,0.1429,0.1982,0.1513,0.0689,1.1249,1.9102,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,gnnexplainer,0,k5,0.1688,0.1749,0.1513,0.0689,1.4236,2.3239,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,gnnexplainer,0,oracle,0.1448,0.1824,0.1513,0.0689,1.1238,1.9119,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,gnnexplainer,1,k1,0.2097,0.4087,0.1418,0.0657,1.7468,4.7623,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,gnnexplainer,1,k10,0.2669,0.0872,0.1418,0.0657,2.58,2.1457,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,gnnexplainer,1,k20,0.1915,0.0354,0.1418,0.0657,1.7968,1.208,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,gnnexplainer,1,k3,0.1747,0.2307,0.1418,0.0657,1.8265,3.4668,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,gnnexplainer,1,k5,0.2387,0.1851,0.1418,0.0657,2.4814,3.2619,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,gnnexplainer,1,oracle,0.2016,0.1987,0.1418,0.0657,2.1701,3.1555,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,grad,0,k1,0.5714,0.4981,0.1513,0.0689,4.8649,5.9382,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,grad,0,k10,0.3065,0.0635,0.1513,0.0689,2.8264,2.1254,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,grad,0,k20,0.2033,0.0297,0.1513,0.0689,1.7123,0.9853,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,grad,0,k3,0.4848,0.1756,0.1513,0.0689,4.405,3.6763,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,grad,0,k5,0.4156,0.1247,0.1513,0.0689,3.8751,3.267,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,grad,0,oracle,0.461,0.1359,0.1513,0.0689,4.2644,3.4573,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,grad,1,k1,0.5323,0.501,0.1418,0.0657,5.4867,7.5804,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,grad,1,k10,0.2944,0.0725,0.1418,0.0657,2.9638,2.4588,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,grad,1,k20,0.1951,0.0309,0.1418,0.0657,1.8619,1.332,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,grad,1,k3,0.4839,0.2054,0.1418,0.0657,4.9159,4.5358,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,grad,1,k5,0.3903,0.1346,0.1418,0.0657,4.0677,3.6779,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,grad,1,oracle,0.4339,0.162,0.1418,0.0657,4.5466,4.2534,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,ig,0,k1,0.5714,0.4981,0.1513,0.0689,4.8649,5.9382,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,ig,0,k10,0.3065,0.0635,0.1513,0.0689,2.8264,2.1254,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,ig,0,k20,0.2033,0.0297,0.1513,0.0689,1.7123,0.9853,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,ig,0,k3,0.4848,0.1756,0.1513,0.0689,4.405,3.6763,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,ig,0,k5,0.4156,0.1247,0.1513,0.0689,3.8751,3.267,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,ig,0,oracle,0.461,0.1359,0.1513,0.0689,4.2644,3.4573,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,ig,1,k1,0.5323,0.501,0.1418,0.0657,5.4867,7.5804,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,ig,1,k10,0.2944,0.0725,0.1418,0.0657,2.9638,2.4588,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,ig,1,k20,0.1951,0.0309,0.1418,0.0657,1.8619,1.332,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,ig,1,k3,0.4839,0.2054,0.1418,0.0657,4.9159,4.5358,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,ig,1,k5,0.3903,0.1346,0.1418,0.0657,4.0677,3.6779,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,ig,1,oracle,0.4339,0.162,0.1418,0.0657,4.5466,4.2534,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,random,0,k1,0.0909,0.2894,0.1513,0.0689,0.5584,1.8787,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,random,0,k10,0.1468,0.1021,0.1513,0.0689,1.0074,0.7899,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,random,0,k20,0.1514,0.0775,0.1513,0.0689,0.9896,0.4161,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,random,0,k3,0.1212,0.2017,0.1513,0.0689,0.8474,1.5818,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,random,0,k5,0.1273,0.1519,0.1513,0.0689,0.8935,1.2002,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,random,0,oracle,0.1331,0.184,0.1513,0.0689,0.8929,1.3859,35.8831,23.7481,4.026,0.1601
cycle,0.5,sage,random,1,k1,0.1371,0.3453,0.1418,0.0657,0.881,2.347,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,random,1,k10,0.1524,0.1,0.1418,0.0657,1.129,0.7829,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,random,1,k20,0.1419,0.0725,0.1418,0.0657,1.004,0.4217,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,random,1,k3,0.1505,0.1918,0.1418,0.0657,1.1367,1.8783,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,random,1,k5,0.1323,0.1485,0.1418,0.0657,0.9683,1.2153,39.5565,28.9884,4.0161,0.1265
cycle,0.5,sage,random,1,oracle,0.1347,0.1636,0.1418,0.0657,0.9983,1.4544,39.5565,28.9884,4.0161,0.1265
cycle,1.0,gcn,gnnexplainer,0,k1,0.1212,0.3289,0.0945,0.0469,0.7348,2.021,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,gnnexplainer,0,k10,0.0879,0.1045,0.0945,0.0469,0.8371,0.9574,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,gnnexplainer,0,k20,0.1259,0.0648,0.0945,0.0469,1.493,1.0521,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,gnnexplainer,0,k3,0.0707,0.1603,0.0945,0.0469,0.5455,1.3424,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,gnnexplainer,0,k5,0.0636,0.1223,0.0945,0.0469,0.4758,0.9436,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,gnnexplainer,0,oracle,0.0644,0.1408,0.0945,0.0469,0.4735,1.0713,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,gnnexplainer,1,k1,0.104,0.3065,0.0991,0.0418,1.076,3.6938,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,gnnexplainer,1,k10,0.136,0.1066,0.0991,0.0418,1.5272,1.5994,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,gnnexplainer,1,k20,0.1512,0.0486,0.0991,0.0418,1.7809,1.0251,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,gnnexplainer,1,k3,0.088,0.1701,0.0991,0.0418,0.814,1.6672,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,gnnexplainer,1,k5,0.1056,0.1494,0.0991,0.0418,1.0603,1.6863,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,gnnexplainer,1,oracle,0.0992,0.1581,0.0991,0.0418,0.9848,1.6197,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,grad,0,k1,0.2727,0.4488,0.0945,0.0469,4.8386,9.1365,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,grad,0,k10,0.2121,0.092,0.0945,0.0469,3.1209,2.4454,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,grad,0,k20,0.1721,0.0307,0.0945,0.0469,2.4099,1.4424,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,grad,0,k3,0.2576,0.2172,0.0945,0.0469,3.9121,4.7371,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,grad,0,k5,0.2818,0.1446,0.0945,0.0469,4.1835,3.5323,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,grad,0,oracle,0.2879,0.1669,0.0945,0.0469,4.4087,4.3351,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,grad,1,k1,0.448,0.4993,0.0991,0.0418,5.53,7.9936,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,grad,1,k10,0.2232,0.0834,0.0991,0.0418,2.9258,2.2103,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,grad,1,k20,0.1628,0.0386,0.0991,0.0418,2.0447,1.2669,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,grad,1,k3,0.336,0.226,0.0991,0.0418,4.4107,4.5495,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,grad,1,k5,0.2832,0.1528,0.0991,0.0418,3.6843,3.4313,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,grad,1,oracle,0.3144,0.1809,0.0991,0.0418,4.0983,3.99,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,ig,0,k1,0.4697,0.5029,0.0945,0.0469,7.7159,10.5364,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,ig,0,k10,0.2455,0.0807,0.0945,0.0469,3.7243,2.9957,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,ig,0,k20,0.1699,0.0328,0.0945,0.0469,2.4288,1.5843,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,ig,0,k3,0.4192,0.2288,0.0945,0.0469,6.3495,5.8283,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,ig,0,k5,0.3485,0.128,0.0945,0.0469,5.0492,3.6417,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,ig,0,oracle,0.3871,0.163,0.0945,0.0469,5.7061,4.4785,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,ig,1,k1,0.352,0.4795,0.0991,0.0418,4.9028,8.014,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,ig,1,k10,0.248,0.0867,0.0991,0.0418,3.2946,2.4515,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,ig,1,k20,0.1648,0.0354,0.0991,0.0418,2.1,1.3474,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,ig,1,k3,0.3867,0.2216,0.0991,0.0418,4.9431,4.1033,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,ig,1,k5,0.3376,0.1203,0.0991,0.0418,4.3867,3.0848,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,ig,1,oracle,0.3572,0.1602,0.0991,0.0418,4.535,3.0596,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,random,0,k1,0.0758,0.2666,0.0945,0.0469,0.6326,2.2918,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,random,0,k10,0.0909,0.0818,0.0945,0.0469,0.8758,0.9063,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,random,0,k20,0.0964,0.0606,0.0945,0.0469,1.0239,0.6199,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,random,0,k3,0.0657,0.1336,0.0945,0.0469,0.5556,1.1627,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,random,0,k5,0.0879,0.1222,0.0945,0.0469,0.8691,1.409,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,random,0,oracle,0.0735,0.1181,0.0945,0.0469,0.7556,1.4176,58.6061,35.6827,4.0758,0.2666
cycle,1.0,gcn,random,1,k1,0.104,0.3065,0.0991,0.0418,1.0824,3.4999,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,random,1,k10,0.0936,0.0914,0.0991,0.0418,0.9321,0.9785,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,random,1,k20,0.0976,0.0605,0.0991,0.0418,0.994,0.6027,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,random,1,k3,0.0827,0.1506,0.0991,0.0418,0.9896,2.0982,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,random,1,k5,0.0912,0.1205,0.0991,0.0418,0.9682,1.4033,52.72,32.6041,4.072,0.2595
cycle,1.0,gcn,random,1,oracle,0.0868,0.1344,0.0991,0.0418,0.9606,1.6281,52.72,32.6041,4.072,0.2595
cycle,1.0,sage,gnnexplainer,0,k1,0.0957,0.2958,0.094,0.0469,1.3856,5.6332,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,gnnexplainer,0,k10,0.1649,0.1013,0.094,0.0469,2.4205,2.3354,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,gnnexplainer,0,k20,0.1613,0.0362,0.094,0.0469,2.223,1.313,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,gnnexplainer,0,k3,0.0957,0.1666,0.094,0.0469,1.4626,3.5236,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,gnnexplainer,0,k5,0.1191,0.1354,0.094,0.0469,1.8381,2.7337,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,gnnexplainer,0,oracle,0.1223,0.1527,0.094,0.0469,1.8044,2.8991,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,gnnexplainer,1,k1,0.1463,0.3549,0.0972,0.0415,2.1183,6.455,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,gnnexplainer,1,k10,0.2081,0.1029,0.0972,0.0415,2.6954,2.1877,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,gnnexplainer,1,k20,0.1638,0.0375,0.0972,0.0415,2.0824,1.156,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,gnnexplainer,1,k3,0.1491,0.1965,0.0972,0.0415,2.0767,3.3675,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,gnnexplainer,1,k5,0.1805,0.1889,0.0972,0.0415,2.4907,3.7094,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,gnnexplainer,1,oracle,0.1667,0.1844,0.0972,0.0415,2.3578,3.5612,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,grad,0,k1,0.3936,0.4912,0.094,0.0469,6.2537,9.4993,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,grad,0,k10,0.2415,0.0782,0.094,0.0469,3.636,2.6756,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,grad,0,k20,0.1751,0.0292,0.094,0.0469,2.4439,1.3956,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,grad,0,k3,0.3688,0.1859,0.094,0.0469,5.0709,3.7022,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,grad,0,k5,0.334,0.1187,0.094,0.0469,4.7838,3.3762,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,grad,0,oracle,0.3537,0.1374,0.094,0.0469,4.9191,3.2915,59.0106,35.8634,4.0957,0.2958
cycle,1.0,sage,grad,1,k1,0.4309,0.4972,0.0972,0.0415,5.4707,8.0859,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,grad,1,k10,0.2439,0.0679,0.0972,0.0415,3.1784,1.9676,53.2033,31.719,4.0488,0.2163
cycle,1.0,sage,grad,1,k20,0.1707,0.0332,0.0972,0.0415,2.2422,1.4372,53.2033,31.719,4.0488,0.2163
